s1,beginning_description,following_from_self,following_from_others
1.3,男 同胞兄弟之间的感情问题:如果遇到妯娌之间产生分歧，兄弟之间应该如何处理？,,平和的沟通，不带情绪的沟通，礼让为先。就是有话好好说。 // 这样的家庭关系确实难处，但是也不是没有解决的办法。 // 她们是她们，你们是你们。
1.3,男 媳妇花钱大手大脚，老公受不了，倆个人老吵嘴打架，怎么能改变媳妇花钱毛病,花钱从不告诉我花哪里了，反正就是没了，一个字吃了 // 这个我也和我老婆讲了，没用 // 以前是偷偷的拿家里的钱花，现在是花她自己的信用卡，她自己的工资全花完不说还欠银行4万 // 没人了吗 // 从结婚到现在就没有停止过 // 请当地社区做什么 // 孩子3岁了，给孩子花的也多，自己花的也不少，买的都是上千的衣服和鞋子，自己说自己就管不住自己刷卡，,她的钱都花哪里去了？ 她都是花的你的钱吗？ // 做一个家庭财务规划 // 你的意思是她都花的你钱？ // 是有点严重啊。难怪你为这事找咨询师。 // 是一直这种情况呢，还是最近才出现的呢 // 如果长期这样的话，你可以建议她做一下心理咨询 // 经常吵架都是因为花钱吗？ // 这个看是她的消费观念还是有购物狂倾向。需要具体了解。 // 有小孩了吗？有没有发现越吵花的越厉害 // 策略指导！ // 现实问题，请找当地社区。 // 有可能是她在你们的关系中得不到爱的滋养才这样。  我建议你学习交流情感， // 欢迎您约我电话咨询讨论
1.3,女 求助，面对无能的老公，蛮横事强的婆婆，还有两个孩子，我的婚姻该何去何从？,一直忍着，快疯了 // 只会抱头哭 // 不主持公道 // 在妈面前听妈的，在我面前听我 // 没有自己立场，也没是非公道。 // 是那，我也觉得应该这样,可怜的女人 // 留言给你了，请退一步查看。 // 去哪个方向你会觉得好受点？ // 先过好自己的生活，摆正自己的位置。你自己过好了，心态正了，关系也就好了 // 忍受解决不了问题，反而压抑了自己的感受 // 建议你具体咨询协助自己解决 // 何为无能 // 哭啥？哭也没用啊 // 谁与谁之间的公道？ // 这样可不好 // 一个真正成熟的男人 会在你面前护着他母亲 他母亲面前护着你 // 我老公就是在我面前总护着他妈。这也算是成熟的表现？ // 多和他理解沟通 能力不是天生的 而是通过一个人努力之后获得的
1.3,孩子20多岁了，有不高兴时就说恨我们，让他看心理医生他又不愿意，这可怎么办呢,不方便 // 总埋怨初中我们让他住校了,可以语音沟通他的情况 // 为什么恨你们呢 从什么时候开始的呢 // 改变你们和孩子的亲子关系 // 先从自己改变开始，让孩子感受到你的爱 // 对自己很重要的问题，最好选择正式咨询进行系统解决。点击头像可进入预约页面。
1.3,男 老婆脾气暴躁，爱胡思乱想，总是小题大做，生气的时候骂人摔东西，这是怎么了,谁能给点建议 // 都是我的错吗 // 说的有道理 // 谁能说的具体点呢 // 我很困惑啊 // 说的好 // 如果她连我家人都不尊重，我还需要坚持吗 // 不知道如何好 // 谁能给个意见 // 她觉得我妈妈对她不好，就打电话给我妈，一直骂她， 谁能告诉我，她怎么会这样,或许对你有不满噢 // 微笑] // 太压抑 // 情绪的背后是需求的不满足 // 你可以想想，你们处的怎样？她需要什么呢？ // 你没有错。可能有些方式让她不舒服了 // 你需要学习如何沟通你的感受和需要。来让他能照顾你的感受 // 我可以帮助你，欢迎你约我电话咨询讨论 // 婚姻关系比较复杂，情绪问题背后有各种原因，建议具体咨询 // 她不尊重你的家人，你是怎么和她沟通的 // 夫妻之间没有绝对的对错，你需要考虑，不同的你们怎么相处呢？ // 她的行为背后有积压的情绪，情绪疏通了，其他的自然会好。 // 你可以去和她表达你的心理的不舒服，但也要去搞清她为何没有尊重父母。 // 你应该了解你老婆，发生这情况一定是有原因的 // 感觉你老婆很压抑，发生了了什么事情呢
1.3,女 我时常不开心，爱发脾气，依赖人，感觉身边的人都不喜欢我，感觉别人说我坏话,20大学生 // 心里没有安全感的猜测 // 还好吧，不过从小我妈妈老打我，天天的骂人，脾气暴躁 // 从小很怕她 // 可是先解决当前问题，我爱发脾气，喜欢打人，经常性的,你多大了呢 // 是真的头脑听到别人说你坏话，还是只是内心没有安全感主观臆测呢？ // 恩，你和父母关系怎么样呢？ // 恩，妈妈情绪稳定，是孩子最好的心理营养。多少会影响到你。没关系，你长大了，开始自己真正爱自己，活出更成熟的自己。自己如何爱自己？首先自己做自己的完美父母。像这样自己对待自己。
1.3,和老婆吵嘴 老婆先打我 然后我也打了她 现在闹的要离婚了 应该怎么办 到底离不离婚,我知道错了 一气之下的事情 // 主要他砸我东西 我就来气 // 不只一2次了 // 是的 那真是气急了 // 不知道怎么解决了，我最担心的是我宝宝 // 有孩子 // 我特别喜欢宝宝 // 我家的宝宝 很可爱 // 就最近几天 // 我不知道是不是该挽救这段婚宴 // 时间长了我肯定想她 // 想宝宝 // 不是 // 我提出的 // 他妈妈扇了我2巴展 一气之下说的,男人不能和女人一样动手 // 理解你的心情。 // 有时候咱们也是很难忍耐 // 但是。后果赞需要策略解决 // 点击头像。联系咨询。你愿意付费咨询吗？ // 有孩子吗？ // 这是什么时候的事情？ // 经常吵架吗？ // 谁提出离婚？ // 电话咨询 // 留言了，私聊，详细帮助你 // 你们现在没有在一起吗？ // 帅哥，都冷静下来，考虑清楚以后要不要在一起，还打吗？
1.3,男 父母都只喜欢弟弟不喜欢我因为我没有弟弟学习好所以他们不喜欢我可以离家出走吗,,你多大了？ // 你有自己的特长啊 // 好好培养自己的特长
1.3,"女,和老公同甘共苦十五六年，现在孩子大了，我想改善一下生活环境，但老公死活不肯",我教小学，工资有限,你经济独立吗？有条件是可以改善的 // 老公的经济能力怎样？你想怎么改善呢 // 老公不同意的理由是什么？ // 可以跟他有效沟通 // 美女 // 你说的改善生活环境指的是? // 想改变什么 // 钱有其他用途吗？ // 您是怎么理解，老公死活不肯的？ // 如何个改法？选择心理咨询老师的分析服务，帮你厘清思路 // 这问题需要两个人商量 // 你老公有自己的想法，你们商量过，考虑过你老公的内心想法吗？
1.3,女 老公总是喜欢在孩子面前发脾气骂我！然后只要他不高兴设置我的手机不能用家里Wifi,在吗， // 有免费咨询的吗,你 // 孩子多大呢 一直是这样吗 // 什么原因哪。他是不不希望你在家经常上网 // 可以在他心情好的时候跟他交流你的观点
1.3,"男,我老婆不想和过了 问她为什么她就是说看我不顺眼 不管什么时候都这样 我头都大了",,你们多大年龄 ； // 你感觉很委屈是吗 // 你们结婚几年了 // 帅哥，结婚几年了？
1.3,女 如何才能增进跟老公之间的感情，我不想离婚，可是我们之间又没有交流，怎么办？,十多年了都是这样 // 也可以说是我不爱他，只是为了小孩 // 没有感情的婚姻还能改善吗？ // 很不幸福的婚姻，生活很没意义，跟别人在一起都还觉得有感情， // 谁能告诉我该如何去修复这样的婚姻呢？ // 帐号只有10元，能做什么咨询吗,结婚以来一直都是这样子吗？或许你们需要改变沟通的模式。可以选择电话咨询具体的为你分析梳理。 // 改变你们互动的模式 // 这需要详细了解才能给你建议 // 点击我头像关注我私聊详情好吗 // 给你留言了 // 增进了解，加强沟通 // 不知你和老公之间发生了什么？但你很希望增进和老公之间的感情，非常好，需要详细了解你们的情况，才可以帮助你具体分析。 // 爱有爱的语言，学会表达自己的爱 // 也就是你还是希望能够改善婚姻关系，而不是想放弃的，对吗 // 没有感情的婚姻 在中国占很大比例 // 假如没有孩子  相信会有一般的家庭解体 // 选择了那条路 就要积极投入改善吧 // 你们的婚姻的确需要修复了。
1.3,"女,我老公有外遇，要跟我提离婚，我不想离，我们有一个快一岁的儿子，该怎么办呢？",,他是什么态度呢 // 那要好好分析你们夫妻情感出了什么问题， // 我们可以想办法挽回吗 // 建议先接受“婚姻情感”咨询，才能更好处理你的问题 // 老公为什么外遇，老公外遇后，你是怎么处理的
1.3,女 想离婚，压抑，看不到希望，老公性格有缺陷，清高，能力差，不努力，日子得过且过,,好像你在面对老公的时候遇到了困难，你需要什么样的帮助呢？ // 经营婚姻感情是一门学问，需要用心也需要智慧。如果需要深入系统的咨询，可以点击我的头像预约正式咨询，以便我们更好地帮您。谢谢您的提问。 // 美女
1.3,"女 我恨我爸妈偏心我姐我想杀了她们,一个女孩子嫁出去了凭什么要做男方家里做的事情",没 // 不帮就算 // 意思是女孩子嫁出去了生了孩子女方父母还要帮她做这样那样的 // 比如给她买这买那的 // 嗯非常不爽 // 恨她 // 凭什么帮她呢,美女 // 你多大？ // 你结婚了吗？ // 你想帮你什么呢 // 一个女孩嫁出去了凭什么要做男方家里的事情是什么意思 // 你提问这个问题想咨询什么?_?你想得到什么帮助？ // 说起来应该是男方父母来做 // 这样那样是哪样？ // 你的意思是姐姐嫁出去了，自己父母帮姐姐做很多事情让你不舒服了是吗？ // 到底是买什么?_?买这买那是都买了什么?_? // 姐姐多大了？生孩子了？ // 你觉得父母不应该帮姐姐？
1.3,女 我家人不同意我和我现在的男朋友在一起，可是，我现在却怀孕了，不知道该怎么办！,感情很好 // 他23了，我18，只是觉得现在要孩子还太早，可是又不想打掉，还想在多打拼几年，可是没想到会怀孕，但是我家人本来就不同意我和他，现在还怀孕了，不知道该怎么办,你爱的程度如何。 // 点击头像系统咨询辅导。问题现在太严重。不能拖。 // 你多大。恋爱多久 // 你们感情怎么样？
