s1,title,following
1.3,女 我想知道自己是否真的患有心理疾病，或者是障碍，突然之间不知道为什么突然之间能一瞬间哭出来，就是说不出来，很难与别人说话沟通,我今年十五 // 测试了 // 这种情况从我七年级开始的 // 这种情况维持了这两三年吧 // 经常想过自杀，每次死都没死成 // 告知了 // 他们说没多大事 // 现在就是那种喜欢听歌，听了就哭得喘不过气来 // 只要是晚上走到哪都觉得背后有人 // 已经好久了，我都感觉自己快死了 // 所有事情压的我快喘不过气来了 // 我之前从来不这样 // 自从我的狗狗死了以后 // 我只会流泪 // 我对不起它 // 不是的，都是我的错啊，是我没照顾好他，是我的错，它得病了，我凑钱给它治病，结果还是让狗瘟带走了它的性命 // 如果我当初不那么偏执，那么倔强，如果我当初能照顾好它就不会这样的，都是我的错....... // 现在看到它的照片我就哭得喘不上气 // 我既然养了它，却没照顾好它，我的错，我经常做梦梦见团子回来了，咬住我裤脚不让我离开 // 我哭的时候他陪我哭，我被爸妈骂了他会叫 // 干什么它都陪着我，我第一次觉得这么有安全感，甚至有的时候我觉得它和我爸妈在我心里的位置是一样的 // 可是它死的时候哭了 // 留了眼泪留到我的手上了 // 他一定很后悔跟了我这么个主人 // 我因为这件事一直走不出来，一直做梦，梦见它回来了，醒来却是一场空，跳楼割腕嗑药我都试过，最后都是住院，见不到它了 // 可是呢，除了他再也没有人会关心我了 // 活着真的好累吧，有好多顾忌，有好多事情，我已经处理不来了，真想离开这世界 // 谢谢你的帮助，谢谢
1.3,我妈总是拿我和别人对比，我都服了。而且她明明知道我在问同学作业文档在哪里，她还没事找事说我作业不写玩手机，聊天，是不是有病啊？,我不好 // 一点都不好 // 她就在我旁边看我问的同学 // 还说一天天作业不写就知道玩手机 // 我每天都把规定的作业完成 // 无语 // 我的天 // 我沟通过无数次 // 没有用的 // 所以你们只是问一下你好就结束了？ // 呵呵
1.3,我感觉父母一点也不了解我，但他们却认为他们的别了解我……唉，反正就是，我在与他们的关系这方面遇到问题了，我想与专家细聊。打扰了。,嗯嗯 // 我现在感觉，我面对他们都有点不开心了 // 举个例子吧 // 老师，我其实是很想和他们沟通的。但我这个人，不沟通的时候，有很多想说的，可在沟通的时候，他们的那些让我能难以理解的思想却让我脑袋一片空白。所以每次沟通都不是很顺畅 // 而且，让我难以理解的是 // 他们做过的一些事却不会让我做 // 就比如说 // 吃饭的时候，他们放下碗筷，停下来能盯着电视看好一会儿 // 可当我这样做的时候，他们却会特别凶地吼我 // 而且看着电视的时间根本没好一会儿 // 就在昨天 // 我和妈妈闹矛盾了 // 本来我是很想抑制自己的心情的，但爸爸再给我讲一件事的时候，我就是没做任何表情，她就一脸肯定地说我没记在心里 // 然后我就反驳，说你怎么知道我没记住？她说从你的表情看就肯定没有。顿时让我很反感。我就定了一句嘴，然后她就冲上来打我 // 我就用手拦住了 // 结果弄得她更生气，还差准备拿衣架打我，后来被爸爸拦住了 // 事后，爸爸找我说话，他说，家长打小孩子，孩子是不能还手的，也不能拦住。哪怕是打残、打废了，也不能。 // 我就很反对他这个观点。为什么？难道家长无缘无故地教训孩子都不能反抗吗？ // 还有，我的父母老师说，我根本从来没记住过他们的话。 // 我很喜欢吃0食，所以每天的午饭晚餐都吃的很少。然后有1天，妈妈提醒我那天暂时不要吃0食了，因为过会儿要吃饭。我当时就提醒自己，不能吃0食了。但我又很爱看书，看书时常常很投入，有时还像平时1样习惯性的伸手拿0食，1边吃1边看。所以我当时就忘了，然后拿了颗话梅嚼在嘴里，结果妈妈就得别生气，还差点没打我。现在想想，确实是我的不对。可是她难道就不从我的角度想1想，我是因为看是看得太投入了才导致的吗？ // 所以我想咨询一下，希望你们能帮帮我。 // 今天有点晚了 // 明天我再上来，好嘛？
1.3,现儿子上大专一年级，以网上结交一女朋友，每天都视频聊到晚上12点多，还给她买手机等物品。做为家长很担心孩子的学业和身体。怎样说服他啊,
1.3,女 结婚后一直感觉不幸福，两个人经常会因为一些小事吵架，一吵架就冷战，他经常要跟我离婚，可我们有个不到三岁的小孩，这样的情况我该离婚么,不离婚心里也有伤疤了，一直在为了宝宝撑着 // 经人介绍认识，觉得还可以就结婚了，但是谈恋爱和过日子真的是两回事 // 后悔当初没有听我妈的话，我妈说他不适合我，我不相信，鬼迷了心窍 // 感觉他有两种人格，有时候很好，有时候坏到骨子里，如果不是因为孩子，我可能就不会这么纠结了 // 有人说结婚后就没有爱情了，慢慢的会变成亲情，两个人即使再没有感情，也一起生活了这么久，也有了小孩，怎么聚散离合可以说的那么轻松 // 恩，世事无绝对
1.3,我会因为一件非常小的事情和父母生气并且会去摔东西，而且是大发雷霆那种，我妈就会跟着我对着喊，我平常不是这种人的但是从去年开始变成这样的,我不知道为什么和我父母处理事情的态度和我同学之间可以说是判若两人
1.3,男 就是突然的情绪大起大落，然后闭门不见家人这样的行为属不属于精神科的疾病？ 这样的人他当时心里是怎样一个状态该怎么去和他沟通怎么去劝导他,男 就是突然的情绪大起大落，然后闭门不见家人这样的行为属不属于精神科的疾病？ 这样的人他当时心里是怎样一个状态该怎么去和他沟通怎么去劝导他
1.3,女 结婚一年了，没准备要孩子，奈何村里开始到处流传我有病不会生，一出门总是有人问我怀孕没有，公婆天天在我耳边唠叨，烦死了，我该怎么办呢？,就是说了现在不想要，但还是有人问 // 还有人劝说我们赶紧要，赶紧怀 // 前几天，婆婆让我们赶紧要，我说现在疫情这么严重，村里都拦着不让出去，万一怀上了，岂不是要去医院检查，万一被感染怎么办 // 婆婆说就你金贵，呵呵
1.3,"女,21岁,我和婆婆矛盾很深，老公不理解我，他们全家都帮着婆婆，我心里面很难受，在我看来婆婆是个很会算计的女人，我老公他们并不这么认为，怎么办",是吗 // 是我不明白吗？还是我太单纯，单纯到根本不明白什么是妈什么不是妈
1.3,"女,我哥创业失败欠债较多，一年过去了，现在依旧处于生活、家庭、工作低落颓废中，不想解决办法的消极状态严重影响了他及我家里的生活。我该怎么做",哪位专家有相关建议帮助我吗 // 我哥是一个大男子主义严重的人。平时很少和家里沟通自己的情况 // 能让他做咨询就好了 // 每次他和我嫂子吵架什么的，我知道了都睡不好觉，一般都会一晚上噩梦
1.3,老师要求两天一片的英语文章背诵，我家长非要压到一天他来了才让我背，说什么不信任我。今天没被出来，就给我安了监控，我睡觉写作业干什么她都看得见,我想离家出走或直接拆掉监控 // 呀
1.3,女 我的问题是有严重的心里矛盾，我爸妈生了两个孩子我是老大，还有一个弟弟十四岁，我觉得我爸妈对我的爱没我弟弟的多，而且我觉得我妈妈她很害怕我。,可能吧 // 但是我跟我的爸爸就是没我妈好，我跟我爸很少说话也不沟通 // 我们家脾气都不好，我的妈妈对我和弟弟都好，在金钱和物质方面生怕委屈我们 // 对 // 是不是觉得我大了丫 // 我太要面子了不好沟通 // 而且这件事我会一直记着的一直不会忘的
1.3,我是一个算是各方面都很平庸的高中生，每天面对着父母的唠叨，他们总是把自己的期望强加在我身上，让我很不舒服，我有很努力，但他们看不到，我该怎么办,各位好，我今年已经18岁了，我从小学习成绩都很好，但从上了初三开始，我的学习突然就下降很快，我很想努力的重新提上去，但一直没什么起色。我最受不了的是我的父母总是用我一些痛心的事来反复折磨我，我受不了他们这样
1.3,女 我替我父亲问的。年龄50周岁，和母亲年轻时吵架打架，前面家里去世两个老人，今年因为财产事总吵架，现在心烦意乱，脾气暴躁控制不住，是不是更年期了,好，谢谢
1.3,女 生完宝宝一年开始，就一直控制不住自己的情绪，脾气很差，生气的时候呼吸困难，身体偶尔会发抖。有时候宝宝稍微一有点错误，我就打他，要么伤害自己。,
1.3,"男,24岁,我想换台电脑向母亲借5000元，我说了我会还但是她，不愿意借。。。虽然我也没感觉多气愤，但是最近几天就是特别压抑特别难受……本人工作稳定月薪也有4K",不知道怎么形容就是特别的压抑 // 家里经济条件还可以 // 可是双12折扣力度还蛮大平时都是月光。。 // 而且最近感觉特别无聊。。。 // 工作无聊算吗？上班没事可以做就开着电脑玩
1.3,女 我是一名初一的学生 我不知道自己怎么了，晚上会哭，哭到心脏疼的那种，每天都很压抑，想跳楼，吃安眠药，割腕 感觉人间不值得，我也自残过 我这是怎么了？,我有一个闺蜜，她和我一样，都很想自杀 // 一样 // 我闺蜜有双重人格也想自杀 // 可是真的想死啊，但又怕疼，真不知道该怎么办 // 你男朋友没有劝过你嘛 // 我不是害怕死的过程疼，是那种要去医院抢救 // 对啊 // 想吃安眠药但害怕没死，要去医院洗胃 // 都不知道该怎么办了 // 有时候都想让自己出车祸，但害怕毁了别人司机 // 对 // 我不是，我是想让他们觉得是因为他们，我才程这样，想让他们痛苦一辈子 // 嗯嗯 // 好的 // 我一半原因想自杀都是因为我父母 // 他们关心的就是学习 // 对，每次考的已经很好了，他们也不满意 // 说实话我学习是为他们学的 // 我自从上了初中学习一直在退步 // 而且想死的欲望越来越大 // 你在上初几还是高几丫 // 奥奥，那跟我一样 // 我闺蜜跟我是发小 // 我知道我父母不容易，可是我真没办法 // 总有懂你的人 // 只不过是时见问题 // 那你男朋友也是初一的么 // 奥奥 // 哎 // 我就谈了一个，是我喜欢的人，所有也不太能懂你的痛 // 测过 // 嗯嗯，谢谢
1.3,女 婆媳有矛盾，老公向着婆婆，婆婆向着老公，就自己是外人，没法和老公好好沟通，沟通总是替他们一家人争辩，老公自己也承认自己变了，但是变了就是变了没法改回来,
1.3,女 女29	已婚	有可爱宝宝	在外地	一年和父母见一次面	本来应该非常亲近	可是我对他们有爱有恨	我是爱他们的	可是又常常想起小时候他们骂我数落我的样子	我感到自卑	无助,我感觉弟弟的生活比我幸福多了 被关注被重视
1.3,女 我觉得我有抑郁症，有时候跟我妈妈吵架被我妈打了一顿我就想死，有自残行为但是没有成功，我妈妈打我不让我哭，我只能憋着，等我妈妈不在了就哭出来还有想死的念头,
